Title,Date,Link,Company
Screen Printing Expert at Comways Foundation, 27/Feb/2023,https://jobwebkenya.com/jobs/screen-printing-expert-comways-foundation/,Comways Foundation
Tailors (2 Positions) at Comways Foundation, 27/Feb/2023,https://jobwebkenya.com/jobs/tailors-2-positions-comways-foundation/,Comways Foundation
Graphic Designer (2 Positions) at Comways Foundation, 27/Feb/2023,https://jobwebkenya.com/jobs/graphic-designer-2-positions-comways-foundation/,Comways Foundation
I.T Assistant (2 Positions) at Comways Foundation, 27/Feb/2023,https://jobwebkenya.com/jobs/t-assistant-2-positions-comways-foundation/,Comways Foundation
Photographer (2 Positions) at Comways Foundation, 27/Feb/2023,https://jobwebkenya.com/jobs/photographer-2-positions-comways-foundation/,Comways Foundation
Sales Person (2 positions) at Comways Foundation, 27/Feb/2023,https://jobwebkenya.com/jobs/sales-person-2-positions-comways-foundation/,Comways Foundation
Secretary (1 Position) at Comways Foundation, 27/Feb/2023,https://jobwebkenya.com/jobs/secretary-1-position-comways-foundation/,Comways Foundation
Computer Studies Tutor (1 Position) at Comways Foundation, 27/Feb/2023,https://jobwebkenya.com/jobs/computer-studies-tutor-1-position-comways-foundation/,Comways Foundation
Monitoring and Evaluation Officer at Alika Health Initiative, 27/Feb/2023,https://jobwebkenya.com/jobs/monitoring-evaluation-officer-alika-health-initiative/,
Project Psychologist at Alika Health Initiative, 27/Feb/2023,https://jobwebkenya.com/jobs/project-psychologist-alika-health-initiative/,Alika Health Initiative
Administration Assistant – Dadaab at Terre des hommes (TDH), 27/Feb/2023,https://jobwebkenya.com/jobs/administration-assistant-dadaab-terre-des-hommes-tdh/,Terre des hommes (TDH)
Health Coordinator at Terre des hommes (TDH), 27/Feb/2023,https://jobwebkenya.com/jobs/health-coordinator-terre-des-hommes-tdh/,Terre des hommes (TDH)
QSSK-DGM-DSM-Depot Sales Manager at Q-Sourcing Servtec Group, 27/Feb/2023,https://jobwebkenya.com/jobs/qssk-dgm-dsm-depot-sales-manager-q-sourcing-servtec-group/,Q-Sourcing Servtec Group
Submit CV’s – New Recruitment at Moi University, 15/Feb/2023,https://jobwebkenya.com/jobs/submit-cvs-new-recruitment-moi-university-2/,Moi University
Human Resource Coordinator at WeTu, 15/Feb/2023,https://jobwebkenya.com/jobs/human-resource-coordinator-wetu/,WeTu 
Senior Business Development Manager (Nairobi) at The Kenyan Alliance Insurance, 13/Feb/2023,https://jobwebkenya.com/jobs/senior-business-development-manager-nairobi-kenyan-alliance-insurance/,The Kenyan Alliance Insurance
QSSK-MO-SMO-Sales and Marketing Officer at Q-Sourcing Servtec Group, 27/Feb/2023,https://jobwebkenya.com/jobs/qssk-mo-smo-sales-marketing-officer-q-sourcing-servtec-group-2/,Q-Sourcing Servtec Group
Sales Associate at Jumba, 27/Feb/2023,https://jobwebkenya.com/jobs/sales-associate-jumba/,Jumba
Accounts Assistant at Corporate Staffing, 27/Feb/2023,https://jobwebkenya.com/jobs/accounts-assistant-corporate-staffing-2/,Corporate Staffing
Nurse at Medecins Sans Frontieres (MSF), 27/Feb/2023,https://jobwebkenya.com/jobs/nurse-medecins-sans-frontieres-msf-2/,Medecins Sans Frontieres (MSF)
Gender Rights and Justice Campaigner at Oxfam, 27/Feb/2023,https://jobwebkenya.com/jobs/gender-rights-justice-campaigner-oxfam/,Oxfam
Solutions Developer (Business Intelligence) at Save the Children, 27/Feb/2023,https://jobwebkenya.com/jobs/solutions-developer-business-intelligence-save-children-3/,Save the Children
Radio Network Planning and Optimization Technician at Poa Internet, 27/Feb/2023,https://jobwebkenya.com/jobs/radio-network-planning-optimization-technician-poa-internet-2/,Poa Internet
Senior Java Software Engineer at Presta Capital Ltd, 27/Feb/2023,https://jobwebkenya.com/jobs/senior-java-software-engineer-presta-capital-ltd/,Presta Capital Ltd
Mind Skills Coach – Nairobi at LVCT Health, 27/Feb/2023,https://jobwebkenya.com/jobs/mind-skills-coach-nairobi-lvct-health/,LVCT Health
Mind Skills Coach – Mombasa at LVCT Health, 27/Feb/2023,https://jobwebkenya.com/jobs/mind-skills-coach-mombasa-lvct-health/,LVCT Health
Assistant Accountant – International at Action Against Hunger International, 27/Feb/2023,https://jobwebkenya.com/jobs/assistant-accountant-international-action-hunger-international/,Action Against Hunger International
Deputy Regional Representative for Africa – Programs at Church World Service (CWS), 27/Feb/2023,https://jobwebkenya.com/jobs/deputy-regional-representative-africa-programs-church-world-service-cws/,Church World Service (CWS)
Operations Director – Africa Region at PATH, 27/Feb/2023,https://jobwebkenya.com/jobs/operations-director-africa-region-path/,PATH
Assistant Sign Language Interpreter – 8 ( 2 Positions) at National Council for Persons with Disabilities, 27/Feb/2023,https://jobwebkenya.com/jobs/assistant-sign-language-interpreter-8-2-positions-national-council-persons-disabilities/,National Council for Persons with Disabilities
Driver at National Council for Persons with Disabilities, 27/Feb/2023,https://jobwebkenya.com/jobs/driver-national-council-persons-disabilities/,National Council for Persons with Disabilities
Security Officer at Action Against Hunger International, 27/Feb/2023,https://jobwebkenya.com/jobs/security-officer-action-hunger-international-2/,Action Against Hunger International
Accounts Intern at Africa Digital Media Institute (ADMI), 27/Feb/2023,https://jobwebkenya.com/jobs/accounts-intern-africa-digital-media-institute-admi/,Africa Digital Media Institute (ADMI)
Treasury and Payments Finance Manager at One Acre Fund, 27/Feb/2023,https://jobwebkenya.com/jobs/treasury-payments-finance-manager-one-acre-fund/,One Acre Fund
"Consultant Family Physician, Family Medicine at Aga Khan University (AKU)", 27/Feb/2023,https://jobwebkenya.com/jobs/consultant-family-physician-family-medicine-aga-khan-university-aku/,Aga Khan University (AKU)
Assistant Manager Procurement at WTS Energy, 27/Feb/2023,https://jobwebkenya.com/jobs/assistant-manager-procurement-wts-energy/,WTS Energy
Pharmaceutical Technician at International Rescue Committee (IRC), 27/Feb/2023,https://jobwebkenya.com/jobs/pharmaceutical-technician-international-rescue-committee-irc/,International Rescue Committee (IRC)
Business Development Officer at The Kenyan Alliance Insurance, 13/Feb/2023,https://jobwebkenya.com/jobs/business-development-officer-kenyan-alliance-insurance-2/,The Kenyan Alliance Insurance 
"Head of Internal Audit, Risk & Compliance at Inuka Africa ltd", 11/Feb/2023,https://jobwebkenya.com/jobs/head-internal-audit-risk-compliance-inuka-africa-ltd/, Inuka Africa ltd
Branch Supervisor (Micro & Agri) at Inuka Africa ltd, 11/Feb/2023,https://jobwebkenya.com/jobs/branch-supervisor-micro-agri-inuka-africa-ltd/, Inuka Africa ltd
Real Estate Salesperson at Stellar Human Resource Solutions, 27/Feb/2023,https://jobwebkenya.com/jobs/real-estate-salesperson-stellar-human-resource-solutions-2/,Stellar Human Resource Solutions
Submit CV’s – Latest Recruitment at UNICEF, 27/Feb/2023,https://jobwebkenya.com/jobs/submit-cvs-latest-recruitment-unicef/,UNICEF
"WASH Specialist (Infection Prevention and Control in Emergencies) -P3-P4/NOC-NOD, Ebola Response at UNICEF", 27/Feb/2023,https://jobwebkenya.com/jobs/wash-specialist-infection-prevention-control-emergencies-p3-p4noc-nod-ebola-response-unicef/,UNICEF
"Child Protection in Emergencies- Mental Health and Psychosocial Support (MHPSS) Specialist P3/NOC, Ebola Response at UNICEF", 27/Feb/2023,https://jobwebkenya.com/jobs/child-protection-emergencies-mental-health-psychosocial-support-mhpss-specialist-p3noc-ebola-response-unicef/,UNICEF
"WASH Officer-P2/NOB, Ebola Response at UNICEF", 27/Feb/2023,https://jobwebkenya.com/jobs/wash-officer-p2nob-ebola-response-unicef/,UNICEF
"Emergency Ebola Coordinator- P-4/NOD, Ebola Response at UNICEF", 27/Feb/2023,https://jobwebkenya.com/jobs/emergency-ebola-coordinator-p-4nod-ebola-response-unicef/,UNICEF
"Field Coordinator P3/NOC, Ebola Response at UNICEF", 27/Feb/2023,https://jobwebkenya.com/jobs/field-coordinator-p3noc-ebola-response-unicef/,UNICEF
"Child Protection in Emergency Officer (CPiE)-NOB/P2, Ebola Response at UNICEF", 27/Feb/2023,https://jobwebkenya.com/jobs/child-protection-emergency-officer-cpie-nobp2-ebola-response-unicef/,UNICEF
"Child Protection Gender Based Violence in Emergency (GBViE) Specialist NOC/P3,Ebola Response at UNICEF", 27/Feb/2023,https://jobwebkenya.com/jobs/child-protection-gender-based-violence-emergency-gbvie-specialist-nocp3ebola-response-unicef/,UNICEF
"Health/Epidemiology Specialist -P3/NOC, Ebola Response at UNICEF", 27/Feb/2023,https://jobwebkenya.com/jobs/healthepidemiology-specialist-p3noc-ebola-response-unicef/,UNICEF
"Health Emergency Specialist -P3/NOC, Ebola Response at UNICEF", 27/Feb/2023,https://jobwebkenya.com/jobs/health-emergency-specialist-p3noc-ebola-response-unicef/,UNICEF
"Emergency Health Specialist P3-P4/NOC-NOD, Ebola Response at UNICEF", 27/Feb/2023,https://jobwebkenya.com/jobs/emergency-health-specialist-p3-p4noc-nod-ebola-response-unicef/,UNICEF
"Integrated Outbreak Analytics Cell Manager P4/NOD , Ebola Response Rosters at UNICEF", 27/Feb/2023,https://jobwebkenya.com/jobs/integrated-outbreak-analytics-cell-manager-p4nod-ebola-response-rosters-unicef/,UNICEF
"Nutrition Specialist (Nutrition Coordination) -P3/NOC, Rapid Response at UNICEF", 27/Feb/2023,https://jobwebkenya.com/jobs/nutrition-specialist-nutrition-coordination-p3noc-rapid-response-unicef/,UNICEF
Total Rewards Manager at Britam, 27/Feb/2023,https://jobwebkenya.com/jobs/total-rewards-manager-britam/,Britam
Golf Course Superintendent at Karen Country Club, 27/Feb/2023,https://jobwebkenya.com/jobs/golf-course-superintendent-karen-country-club/, Karen Country Club
Assistant Green Keeper at Karen Country Club, 27/Feb/2023,https://jobwebkenya.com/jobs/assistant-green-keeper-karen-country-club/,Karen Country Club
Content Growth Manager at Safaricom Kenya, 27/Feb/2023,https://jobwebkenya.com/jobs/content-growth-manager-safaricom-kenya/,Safaricom Kenya
Enterprise Architecture Lead at Safaricom Kenya, 27/Feb/2023,https://jobwebkenya.com/jobs/enterprise-architecture-lead-safaricom-kenya/,Safaricom Kenya
M-PESA Capability Development Officer at Safaricom Kenya, 27/Feb/2023,https://jobwebkenya.com/jobs/m-pesa-capability-development-officer-safaricom-kenya-2/,Safaricom Kenya
Social Media Intern at Search for Common Ground (SFCG), 27/Feb/2023,https://jobwebkenya.com/jobs/social-media-intern-search-common-ground-sfcg/,Search for Common Ground (SFCG)
Loan Officer at Inuka Africa ltd, 11/Feb/2023,https://jobwebkenya.com/jobs/loan-officer-inuka-africa-ltd/,Inuka Africa ltd 
Telcallers at Ewomennetwork Kenya, 10/Feb/2023,https://jobwebkenya.com/jobs/telcallers-ewomennetwork-kenya/,Ewomennetwork Kenya
Submit CV’s – Latest Recruitment at Farsight Africa Group, 09/Feb/2023,https://jobwebkenya.com/jobs/submit-cvs-latest-recruitment-farsight-africa-group/,Farsight Africa Group
Driver & Rider at Mater Hospital, 27/Feb/2023,https://jobwebkenya.com/jobs/driver-rider-mater-hospital/,Mater Hospital
Ambulance Operator at Mater Hospital, 27/Feb/2023,https://jobwebkenya.com/jobs/ambulance-operator-mater-hospital-2/,Mater Hospital
Submit CV’s – Latest Recruitment at Trans Nzoia County Public Service Board, 27/Feb/2023,https://jobwebkenya.com/jobs/trans-nzoia-county-public-service-board/,Trans Nzoia County Public Service Board
Security Wardens (200 Posts) at Trans Nzoia County Public Service Board, 27/Feb/2023,https://jobwebkenya.com/jobs/security-wardens-200-posts-trans-nzoia-county-public-service-board/,Trans Nzoia County Public Service Board
Youth Polytechnic Instructor- Agri-Business (2) Posts at Trans Nzoia County Public Service Board, 27/Feb/2023,https://jobwebkenya.com/jobs/youth-polytechnic-instructor-agri-business-2-posts-trans-nzoia-county-public-service-board/,Trans Nzoia County Public Service Board
Youth Polytechnic Instructor- Information Communication Technology (1) Post at Trans Nzoia County Public Service Board, 27/Feb/2023,https://jobwebkenya.com/jobs/youth-polytechnic-instructor-information-communication-technology-1-post-trans-nzoia-county-public-service-board/,Trans Nzoia County Public Service Board
Youth Polytechnic Instructor- Metal Processing Technology (3) Posts at Trans Nzoia County Public Service Board, 27/Feb/2023,https://jobwebkenya.com/jobs/youth-polytechnic-instructor-metal-processing-technology-3-posts-trans-nzoia-county-public-service-board/,Trans Nzoia County Public Service Board
Youth Polytechnic Instructor- Fashion Design and Garment Making (4) Posts at Trans Nzoia County Public Service Board, 27/Feb/2023,https://jobwebkenya.com/jobs/youth-polytechnic-instructor-fashion-design-garment-making-4-posts-trans-nzoia-county-public-service-board/,Trans Nzoia County Public Service Board
Youth Polytechnic Instructor- Hairdressing and beauty therapy (2) Posts at Trans Nzoia County Public Service Board, 27/Feb/2023,https://jobwebkenya.com/jobs/youth-polytechnic-instructor-hairdressing-beauty-therapy-2-posts-trans-nzoia-county-public-service-board/,Trans Nzoia County Public Service Board
Youth Polytechnic Instructor- Building Technology (Masonry) (11) Posts at Trans Nzoia County Public Service Board, 27/Feb/2023,https://jobwebkenya.com/jobs/youth-polytechnic-instructor-building-technology-masonry-11-posts-trans-nzoia-county-public-service-board/,Trans Nzoia County Public Service Board
Youth Polytechnic Instructor-Automotive Technology (2) Posts at Trans Nzoia County Public Service Board, 27/Feb/2023,https://jobwebkenya.com/jobs/youth-polytechnic-instructor-automotive-technology-2-posts-trans-nzoia-county-public-service-board/,Trans Nzoia County Public Service Board
Youth Polytechnic Instructor- Electrical and Electronics (7) Posts at Trans Nzoia County Public Service Board, 27/Feb/2023,https://jobwebkenya.com/jobs/youth-polytechnic-instructor-electrical-electronics-7-posts-trans-nzoia-county-public-service-board/,Trans Nzoia County Public Service Board
Deputy County Secretary at Trans Nzoia County Public Service Board, 27/Feb/2023,https://jobwebkenya.com/jobs/deputy-county-secretary-trans-nzoia-county-public-service-board/,Trans Nzoia County Public Service Board
Submit CV’s – New Recruitment at Oasis Healthcare, 27/Feb/2023,https://jobwebkenya.com/jobs/submit-cvs-new-recruitment-oasis-healthcare-4/,Oasis Healthcare
Nurse – Homa Bay at Oasis Healthcare, 27/Feb/2023,https://jobwebkenya.com/jobs/nurse-homa-bay-oasis-healthcare/,Oasis Healthcare
Nurse – Siaya at Oasis Healthcare, 27/Feb/2023,https://jobwebkenya.com/jobs/nurse-siaya-oasis-healthcare/,Oasis Healthcare
Patient/Healthcare Assistant – Homa Bay at Oasis Healthcare, 27/Feb/2023,https://jobwebkenya.com/jobs/patienthealthcare-assistant-homa-bay-oasis-healthcare/,Oasis Healthcare
